"","combinationPotential","lowCI","highCI","P","FDR"
"GW.5074 + torin.1",-0.237903466323906,-0.313529508021674,-0.159278497903802,2.69199752773405e-09,1.40424380128527e-07
"EGF + WYE.125132",-0.237584830847161,-0.313224949915293,-0.158949323721157,2.83027088340648e-09,1.4696917944784e-07
"amuvatinib + QL.XII.47",-0.23708316633101,-0.312745417491062,-0.158431102335386,3.06205999693893e-09,1.58289191553473e-07
"palbociclib + torin.2",-0.23699487675972,-0.312661019027155,-0.158339903350659,3.10471802871516e-09,1.59516516631239e-07
"MK.2206 + torin.2",-0.236976637297388,-0.312643583267442,-0.158321063009097,3.11360227652471e-09,1.59516516631239e-07
"serdemetan + torin.1",-0.236586048463441,-0.312270193079423,-0.157917620396536,3.30988933354844e-09,1.68819066630231e-07
"ON.01910 + torin.2",-0.236376479684643,-0.312069842521318,-0.157701165803309,3.42010692695877e-09,1.73668792450349e-07
"BMS.509744 + torin.1",-0.236284595088893,-0.31198199749465,-0.15760626453368,3.46954775601328e-09,1.75243387056779e-07
"MGCD.265 + QL.XII.47",-0.23626228479004,-0.3119606678395,-0.157583221982077,3.4816566964923e-09,1.75243387056779e-07
"pelitinib + torin.2",-0.235448223221942,-0.311182335956605,-0.156742500459052,3.95267543238105e-09,1.98082546995655e-07
"torin.1 + WYE.125132",-0.235145025203171,-0.310892419524456,-0.156429402064316,4.14346196955426e-09,2.05845755682272e-07
"BI.2536 + torin.1",-0.234980975778193,-0.31073555040629,-0.156260002501133,4.25038638652044e-09,2.10247561084951e-07
"PD.184352 + QL.XII.47",-0.234655731800602,-0.31042452988499,-0.155924165044841,4.47035138274035e-09,2.2017919514304e-07
"QL.XI.92 + QL.XII.47",-0.234571354461812,-0.310343839856376,-0.155837042436401,4.52919784420549e-09,2.22124249829497e-07
"fostamatinib + torin.2",-0.234508864477822,-0.31028407999609,-0.155772520091132,4.57326359704088e-09,2.23330949104856e-07
"THZ.2.98.01 + torin.1",-0.234440136069033,-0.310218353569874,-0.155701557204657,4.62220904629466e-09,2.24764707691854e-07
"GDC.0941 + QL.XII.47",-0.234381029637475,-0.31016182826392,-0.155640529772292,4.66470850821279e-09,2.25422825335894e-07
"torin.1 + XMD.1527",-0.234366755275649,-0.31014817717053,-0.155625791573725,4.67502896740526e-09,2.25422825335894e-07
"MK.1775 + QL.XII.47",-0.234188325752833,-0.309977535866389,-0.155441567049478,4.8059196798113e-09,2.30764578433115e-07
"QL.XII.47 + rondual.kinase.inhibitor",-0.234130065209383,-0.309921817263069,-0.155381415516959,4.84942314660085e-09,2.31883250126631e-07
"PD.173074 + QL.XII.47",-0.234039026501741,-0.30983474958285,-0.155287423093577,4.91816856534528e-09,2.34194615999595e-07
"GSK.461364 + QL.X.138",-0.233896547223521,-0.309698482572346,-0.155140323992074,5.0276605091827e-09,2.38419140509837e-07
"TG.101348 + torin.2",-0.233763742790539,-0.309571465768378,-0.155003216582694,5.13184553825437e-09,2.42358269123486e-07
"PI.103 + torin.2",-0.233731863382463,-0.309540975265092,-0.154970304706292,5.15716507807066e-09,2.4255584604893e-07
"MLN.8054 + WYE.125132",-0.233634427646003,-0.309447783589669,-0.154869714433124,5.23530519013527e-09,2.45110534441167e-07
"PHA.665752 + QL.XII.47",-0.233609051002758,-0.309423512051556,-0.15484351647485,5.25584425045388e-09,2.45110534441167e-07
"CHIR.99021 + torin.1",-0.233584784587655,-0.30940030230084,-0.154818464780862,5.2755578604887e-09,2.45110534441167e-07
"CP466722 + TNF",-0.233230093130299,-0.309061045329852,-0.154452306809611,5.57202463017555e-09,2.56855631803751e-07
"QL.XII.47 + selumetinib",-0.233228824298136,-0.309059831676591,-0.154450996997313,5.57311365625079e-09,2.56855631803751e-07
"KIN001.266 + QL.XII.47",-0.23316871337445,-0.309002334570347,-0.154388944956986,5.62494362382717e-09,2.58207412108163e-07
"SYK.inhibitor + torin.2",-0.232941645285413,-0.30878513513441,-0.154154549937557,5.82498443850601e-09,2.66324786519104e-07
"CYT387 + torin.2",-0.232885922406288,-0.308731832830049,-0.154097030372879,5.8751198714454e-09,2.67551093828204e-07
"selumetinib + torin.2",-0.232830305263176,-0.308678631193547,-0.154039620485988,5.9255775960427e-09,2.68782326056071e-07
"celastrol + GSK.2126458",-0.232642835311203,-0.308499299747924,-0.153846111611067,6.09877308817968e-09,2.75549291180905e-07
"BMS.777607 + torin.2",-0.232568502893698,-0.308428192780512,-0.153769386415249,6.16879696293002e-09,2.7762005469249e-07
"AT7867 + torin.2",-0.232219626917085,-0.308094443986531,-0.15340929273274,6.50800957610198e-09,2.91741866778697e-07
"AZD.8055 + torin.1",-0.231972944797541,-0.30785844667557,-0.153154691464786,6.75870921783889e-09,3.01801350131981e-07
"PF.04217903 + torin.1",-0.231826659022835,-0.307718492723556,-0.153003714472109,6.91177643104545e-09,3.07440102025882e-07
"torin.2 + YM.201636",-0.231756978989924,-0.307651827561366,-0.152931801173735,6.98586397458449e-09,3.09535810703983e-07
"NVP.AUY922 + torin.1",-0.231589017332446,-0.307491130097754,-0.152758459727321,7.16763048069252e-09,3.16368182293952e-07
"erlotinib + torin.1",-0.231383466522161,-0.307294463287627,-0.152546331752679,7.39632494947531e-09,3.25211590498769e-07
"celastrol + GSK.461364",-0.231325153110704,-0.307238669027752,-0.152486153765677,7.46248260206896e-09,3.2686813107383e-07
"EGF + QL.X.138",-0.231081431599539,-0.307005470687721,-0.152234645569148,7.74525607491489e-09,3.37964101580697e-07
"FR.180204 + torin.1",-0.230920025574899,-0.30685102867759,-0.152068088386253,7.93821603338414e-09,3.45071845451199e-07
"torin.1 + XMD.1499",-0.230657958865387,-0.306600260564908,-0.151797667543014,8.26148710517066e-09,3.56424157965934e-07
"KIN001.220 + torin.1",-0.230522352428046,-0.306470496448264,-0.151657742893391,8.43374006010849e-09,3.62492887377547e-07
"linsitinib + QL.XII.47",-0.230483864519125,-0.306433666196375,-0.15161802996246,8.4832602602866e-09,3.63260801294959e-07
"HY.11007 + torin.1",-0.230287142665969,-0.306245413513863,-0.151415050675252,8.74080783582954e-09,3.72897809382824e-07
"celastrol + OSI.027",-0.229931711056518,-0.305905268703387,-0.151048330171983,9.22549342605369e-09,3.90334863909353e-07
"SB.216763 + torin.1",-0.229715216568834,-0.305698075946978,-0.150824970224112,9.53338264606632e-09,4.00751279290319e-07
"celastrol + GSK.690693",-0.229233060347178,-0.30523660980756,-0.150327552837177,1.0255310604412e-08,4.27963434531751e-07
"SU.11274 + torin.1",-0.22898040414287,-0.304994781224347,-0.150066915532185,1.06544953222566e-08,4.43010827239915e-07
"rondual.kinase.inhibitor + torin.1",-0.228714213728831,-0.304739987837246,-0.149792328353361,1.10913505199116e-08,4.5951024753251e-07
"brivanib + QL.XII.47",-0.228576333967199,-0.304608007163191,-0.149650104070355,1.13244067191348e-08,4.67478027010041e-07
"GSK.461364 + GSK.690693",-0.228513843983208,-0.304548189807227,-0.149585646134228,1.14315893900067e-08,4.70211182221206e-07
"KIN001.055 + torin.1",-0.22836089683965,-0.304401781514747,-0.149427885166636,1.16980894192833e-08,4.79454550627483e-07
"AZD.1480 + torin.1",-0.228195631450517,-0.30424357757209,-0.149257422768981,1.19928216132531e-08,4.85893915858554e-07
"AS.605240 + torin.2",-0.228175171531901,-0.304223991571432,-0.149236319785102,1.20298064762087e-08,4.85893915858554e-07
"AZD.8055 + GSK.461364",-0.228154711613284,-0.304204405506477,-0.149215216873133,1.20669018839045e-08,4.85893915858554e-07
"PF.431396 + torin.1",-0.228057487348852,-0.304111332861724,-0.149114938126905,1.22446975609486e-08,4.91329193040021e-07
"torin.1 + XMD.132",-0.228027828397059,-0.304082940101956,-0.149084347706986,1.22994389978361e-08,4.91806139160861e-07
"AT7867 + QL.XII.47",-0.227668325951088,-0.303738774692911,-0.148713566754136,1.29821277738473e-08,5.17301730321775e-07
"AZD.8055 + nilotinib",-0.227630472458247,-0.303702534944571,-0.14867452699266,1.30561120790089e-08,5.18029015968388e-07
"ibrutinib + torin.2",-0.227612867411996,-0.30368568034975,-0.148656370315934,1.30906600410276e-08,5.18029015968388e-07
"torin.1 + WZ.4.145",-0.227452783087525,-0.303532417765104,-0.148491272407044,1.34089004890318e-08,5.27807028767796e-07
"QL.XII.47 + veliparib",-0.227436023929382,-0.303516372544279,-0.148473988633452,1.3442647259008e-08,5.27807028767796e-07
"JW.7.24.1 + torin.1",-0.227419634847286,-0.303500681592595,-0.148457086567129,1.34757284270621e-08,5.27807028767796e-07
"lapatinib + QL.XII.47",-0.227247390881261,-0.303335772256229,-0.148279454092491,1.38282071785718e-08,5.39770427147244e-07
"PF.562271 + torin.2",-0.227201924395447,-0.303292241100144,-0.148232566075656,1.39227298659676e-08,5.39907721756046e-07
"torin.2 + TWS.119",-0.227200444091257,-0.303290823801351,-0.148231039495029,1.39258178494066e-08,5.39907721756046e-07
"linifanib + torin.1",-0.226683024909092,-0.302795406630238,-0.147697468099494,1.50468366357745e-08,5.81405714586356e-07
"fostamatinib + QL.XII.47",-0.226522676244588,-0.302641868059298,-0.14753212318114,1.54116482454701e-08,5.91782474494249e-07
"olaparib + QL.XII.47",-0.226515221855634,-0.302634730166129,-0.14752443663061,1.54288146532299e-08,5.91782474494249e-07
"AZD.8055 + CP466722",-0.226496665185262,-0.302616961331156,-0.147505302067542,1.54716285519929e-08,5.91782474494249e-07
"torin.2 + WH.4023",-0.226471922958098,-0.302593269468882,-0.147479789408763,1.55288928458137e-08,5.91782474494249e-07
"OSI.027 + torin.1",-0.226435391165426,-0.302558288363502,-0.147442120269286,1.56138189364628e-08,5.91782474494249e-07
"QL.XII.47 + TPCA.1",-0.226430685912824,-0.30255378282272,-0.147437268544391,1.56247899766258e-08,5.91782474494249e-07
"QL.XII.47 + TG.101348",-0.22624570075717,-0.302376646562694,-0.147246527900696,1.60620808766065e-08,6.05242558605517e-07
"torin.2 + VX.745",-0.226235867307912,-0.302367230198192,-0.147236388665414,1.60856553132348e-08,6.05242558605517e-07
"QL.XII.47 + XMD.1527",-0.226101794042767,-0.302238842154548,-0.14709814784505,1.64104424084967e-08,6.13440511660939e-07
"GSK.461364 + WYE.125132",-0.225969359685832,-0.302112020811151,-0.146961599906942,1.67374920719516e-08,6.23634607200378e-07
"GSK.1904529A + torin.1",-0.225665632986993,-0.301821156892098,-0.14664845043881,1.75115753255279e-08,6.48909877093075e-07
"AZD.7762 + torin.1",-0.225658971618142,-0.301814777472328,-0.146641582586183,1.75289353345114e-08,6.48909877093075e-07
"BX.912 + QL.X.138",-0.225600393866651,-0.301758678788929,-0.146581189416512,1.76823127658961e-08,6.52483026692681e-07
"JWE.035 + WYE.125132",-0.225395001660386,-0.301561974816492,-0.146369436431135,1.82304407680411e-08,6.70553007224486e-07
"AZD.6482 + torin.1",-0.225179934608885,-0.301355998302173,-0.146147716742331,1.8822018039012e-08,6.90100571935149e-07
"BIX.02189 + torin.2",-0.225102377242967,-0.301281717416741,-0.146067762253773,1.90398801748253e-08,6.95865174797117e-07
"pazopanib + torin.1",-0.225046442891814,-0.301228145488556,-0.146010099739268,1.91985161427636e-08,6.9850811586461e-07
"ON.01910 + QL.XII.47",-0.225025665765158,-0.301208245774587,-0.145988680813488,1.92577678151239e-08,6.9850811586461e-07
"GSK.461364 + nilotinib",-0.224900791533189,-0.301088643551255,-0.145859950815438,1.96176296744922e-08,7.07962006743622e-07
"A.443644 + torin.2",-0.224676261108477,-0.300873586445004,-0.145628494253698,2.02811296098712e-08,7.27332010634007e-07
"GSK.429286A + torin.2",-0.224199867499559,-0.300417267021821,-0.145137433886286,2.17616448303714e-08,7.77995751007298e-07
"GSK.2126458 + TNF",-0.224139280763811,-0.300359230777852,-0.145074984654799,2.19572741262811e-08,7.80129033663165e-07
"KIN001.244 + torin.1",-0.224015146683937,-0.300240320550161,-0.144947036538951,2.23634251916461e-08,7.90014909201379e-07
"OSI.027 + TNF",-0.223946841219203,-0.300174888528507,-0.144876633507655,2.25900049580365e-08,7.92791733634332e-07
"QL.XII.47 + SB.525334",-0.223829632848215,-0.300062609154107,-0.14475582769497,2.29839928142262e-08,8.03310714002346e-07
"torin.2 + Y.27632",-0.223816151506491,-0.300049694611587,-0.144741932725598,2.30297337841384e-08,8.03310714002346e-07
"dovitinib + QL.XII.47",-0.223620909957524,-0.299862658515742,-0.144540704371394,2.37021343696009e-08,8.24259678865273e-07
"WYE.125132 + XMD.1185H",-0.223525588941335,-0.299771341444342,-0.144442462847645,2.4037281577279e-08,8.31701009378978e-07
"afatinib + torin.2",-0.223518874704477,-0.299764909185309,-0.144435542954387,2.40610609196428e-08,8.31701009378978e-07
"SAR.245408 + torin.1",-0.223404362601833,-0.299655205180464,-0.144317524548506,2.44701443263546e-08,8.39513558503019e-07
"masitinib + QL.XII.47",-0.223394264812542,-0.299645531277197,-0.144307117677912,2.45065390465764e-08,8.39513558503019e-07
"celastrol + ZSTK.474",-0.223324901987672,-0.299579079748258,-0.144235632212423,2.47579585240111e-08,8.45602178635571e-07
"ruxolitinib + torin.1",-0.223176765832729,-0.299437158685495,-0.144082965560052,2.53032967167705e-08,8.61663599767531e-07
"GDC.0941 + torin.2",-0.223131669422963,-0.299393953637682,-0.144036490699287,2.54716078596406e-08,8.6482891064271e-07
"GSK.1059615 + torin.1",-0.222840366705712,-0.299114860740933,-0.143736292208764,2.65852264359398e-08,8.99976573978893e-07
"AZD.8055 + MLN.8054",-0.222784273750539,-0.299061117397951,-0.143678487964058,2.68050092792751e-08,9.02885918887286e-07
"nintedanib + torin.2",-0.222778299665776,-0.299055393526122,-0.143672331653119,2.68285202457794e-08,9.02885918887286e-07
"GSK.1070916 + torin.1",-0.222683824537695,-0.29896487457549,-0.143574975585283,2.7202990994604e-08,9.12811475596713e-07
"torin.1 + ZSTK.474",-0.222607324531912,-0.298891577027096,-0.143496143897906,2.75099161193486e-08,9.18049575231614e-07
"pazopanib + QL.XII.47",-0.222605051207621,-0.298889398855356,-0.143493801299198,2.75190879992746e-08,9.18049575231614e-07
"QL.X.138 + XMD.16144",-0.22247647621518,-0.298766204220342,-0.143361309717566,2.80426780821637e-08,9.30109172459278e-07
"WYE.125132 + XMD.16144",-0.222428789273082,-0.298720512142691,-0.143312170879849,2.82393121922129e-08,9.33931834921717e-07
"MK.1775 + torin.1",-0.222367409517233,-0.298661699541204,-0.143248922905699,2.84943728724968e-08,9.39659261737853e-07
"foretinib + torin.2",-0.222237354220602,-0.298537081778329,-0.143114911245687,2.9042200085026e-08,9.54980768411915e-07
"pyrazolanthrone + QL.XII.47",-0.222207325192762,-0.298508307876376,-0.143083969128346,2.91701313351412e-08,9.56446934863087e-07
"GSK.3.inhibitor.IX + torin.1",-0.222007484127208,-0.298316816052134,-0.142878055456179,3.00355035039149e-08,9.82015493478426e-07
"GSK.690693 + QL.X.138",-0.221932464425614,-0.298244929043292,-0.142800757885718,3.03667329620889e-08,9.87219907855333e-07
"PHA.665752 + torin.1",-0.221773331725265,-0.298092438582821,-0.142636796537741,3.1081084047151e-08,1.00475076204255e-06
"MLN.8054 + TNF",-0.221579147536434,-0.297906354414806,-0.142436725998913,3.1974830492707e-08,1.03073919869187e-06
"AZ.628 + torin.2",-0.221489747737002,-0.297820681806343,-0.142344618376781,3.23946121143756e-08,1.04134613060105e-06
"tivantinib + WYE.125132",-0.221269341016817,-0.297609458869121,-0.142117541631869,3.34524515066874e-08,1.06761453382782e-06
"torin.2 + trametinib",-0.22126146368381,-0.297601909626051,-0.142109426066467,3.34908707021624e-08,1.06761453382782e-06
"AKT.inhibitor.1.2 + torin.1",-0.221112534508766,-0.297459181536086,-0.141955994862521,3.42253106311994e-08,1.07934587510671e-06
"OSI.930 + QL.XII.47",-0.221094295046433,-0.297441701290506,-0.141937204294927,3.4316322039284e-08,1.07934587510671e-06
"QL.X.138 + THZ.2.98.01",-0.221032069402476,-0.297382065400831,-0.141873098932753,3.46285815450533e-08,1.0828272528911e-06
"BX.912 + WYE.125132",-0.220934686534024,-0.297288734291072,-0.141772775645918,3.51227913578271e-08,1.09529661310441e-06
"SB.239063 + torin.2",-0.220800401796852,-0.297160034276231,-0.141634438927368,3.58154814919454e-08,1.11181744723178e-06
"buparlisib + torin.1",-0.220794480580095,-0.297154359251076,-0.141628339111741,3.58463275946112e-08,1.11181744723178e-06
"torin.1 + Y.39983",-0.220712535169616,-0.297075820402562,-0.141543922637784,3.62758638151633e-08,1.12210731305341e-06
"PD.0325901 + torin.2",-0.220574285331937,-0.296943315422456,-0.141401506486712,3.70118444629291e-08,1.14179550284025e-06
"CP466722 + OSI.027",-0.220423822984697,-0.296799102071225,-0.141246513512532,3.78292532262982e-08,1.16077141717914e-06
"JWE.035 + QL.X.138",-0.220386339567904,-0.296763174872111,-0.141207902022753,3.8035588771847e-08,1.16399044465524e-06
"WYE.125132 + XMD.885",-0.220137384124068,-0.296524549948446,-0.140951460314324,3.94339071148532e-08,1.20357318630334e-06
"JW.7.24.1 + TNF",-0.220106720680147,-0.29649515823843,-0.140919875534143,3.96095373511756e-08,1.20572692478008e-06
"neratinib + torin.2",-0.220013461516222,-0.2964057660104,-0.140823815227816,4.01483580720926e-08,1.21889565406173e-06
"KIN001.242 + QL.X.138",-0.219908941466856,-0.296305578232157,-0.140716157574794,4.07606667288358e-08,1.23097213521084e-06
"QL.XI.92 + torin.1",-0.219866699929455,-0.296265087095102,-0.14067264851348,4.10106843101343e-08,1.23203825430131e-06
"EGF + GSK.690693",-0.219811558598404,-0.296212230291455,-0.140615853040141,4.13392854871494e-08,1.23866746801704e-06
"EGF + WZ.4.145",-0.219721101438836,-0.296125519794677,-0.140522683454834,4.18838654645526e-08,1.25171677101877e-06
"canertinib + torin.2",-0.219678542693394,-0.296084723362596,-0.140478849038715,4.21424762503692e-08,1.25617417519282e-06
"GSK.2126458 + torin.1",-0.219568312899299,-0.295979056773471,-0.14036531662183,4.28194949704782e-08,1.27304799036582e-06
"TAK.715 + torin.2",-0.219516978064734,-0.295929846419103,-0.140312444442131,4.31383663522839e-08,1.27921419188323e-06
"GSK.690693 + WYE.125132",-0.219297522968671,-0.295719468847716,-0.140086422328321,4.45276182576989e-08,1.3170075956839e-06
"LDN.193189 + torin.1",-0.218621711238252,-0.295071564777682,-0.139390439323999,4.9082995580405e-08,1.43336065964147e-06
"HG.5.113.01 + TNF",-0.218326707760528,-0.294788721430348,-0.139086655278277,5.12098874301518e-08,1.48448066618686e-06
"NVP.AEW541 + torin.1",-0.218096308987066,-0.294567810443599,-0.138849409221612,5.29327018736893e-08,1.52703517009396e-06
"NVP.BGJ398 + torin.1",-0.21809281969862,-0.294564464780697,-0.138845816303985,5.29592190395081e-08,1.52703517009396e-06
"QL.X.138 + XMD.1185H",-0.218048780648988,-0.294522238298388,-0.138800469507798,5.32950037240026e-08,1.53286582139512e-06
"QL.X.138 + XMD.1499",-0.218030646922669,-0.294504850836523,-0.138781797394196,5.3433865436641e-08,1.53301759937723e-06
"HG.6.64.01 + torin.2",-0.217594432998889,-0.294086573339149,-0.13833264933185,5.68816301775596e-08,1.61978557795949e-06
"SGX523 + torin.1",-0.217571329679934,-0.294064419175093,-0.138308861887617,5.70701086165812e-08,1.62113011505912e-06
"torin.1 + veliparib",-0.217528295122431,-0.294023152389491,-0.13826455325362,5.74227982406659e-08,1.62712106817255e-06
